slot	from_schema	range	see_also	slot_uri	source
escalator	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000800	http://w3id.org/mixs/terms
ethylbenzene	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000155	http://w3id.org/mixs/terms
exp_duct	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000144	http://w3id.org/mixs/terms
exp_pipe	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000220	http://w3id.org/mixs/terms
experimental_factor	https://microbiomedata/schema/mixs	controlled term value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000008	http://w3id.org/mixs/terms
ext_door	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000170	http://w3id.org/mixs/terms
ext_wall_orient	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000817	http://w3id.org/mixs/terms
ext_window_orient	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000818	http://w3id.org/mixs/terms
extreme_event	https://microbiomedata/schema/mixs	timestamp value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000320	http://w3id.org/mixs/terms
fao_class	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001083	http://w3id.org/mixs/terms
fertilizer_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000556	http://w3id.org/mixs/terms
field	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000291	http://w3id.org/mixs/terms
filter_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000765	http://w3id.org/mixs/terms
fire	https://microbiomedata/schema/mixs	timestamp value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001086	http://w3id.org/mixs/terms
fireplace_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000802	http://w3id.org/mixs/terms
flooding	https://microbiomedata/schema/mixs	timestamp value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000319	http://w3id.org/mixs/terms
floor_age	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000164	http://w3id.org/mixs/terms
floor_area	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000165	http://w3id.org/mixs/terms
floor_cond	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000803	http://w3id.org/mixs/terms
floor_count	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000225	http://w3id.org/mixs/terms
floor_finish_mat	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000804	http://w3id.org/mixs/terms
floor_struc	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000806	http://w3id.org/mixs/terms
floor_thermal_mass	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000166	http://w3id.org/mixs/terms
floor_water_mold	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000805	http://w3id.org/mixs/terms
fluor	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000704	http://w3id.org/mixs/terms
freq_clean	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000226	http://w3id.org/mixs/terms
freq_cook	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000227	http://w3id.org/mixs/terms
fungicide_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000557	http://w3id.org/mixs/terms
furniture	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000807	http://w3id.org/mixs/terms
gaseous_environment	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000558	http://w3id.org/mixs/terms
gaseous_substances	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000661	http://w3id.org/mixs/terms
gender_restroom	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000808	http://w3id.org/mixs/terms
genetic_mod	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000859	http://w3id.org/mixs/terms
geo_loc_name	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000010	http://w3id.org/mixs/terms
glucosidase_act	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000137	http://w3id.org/mixs/terms
gravidity	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000875	http://w3id.org/mixs/terms
gravity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000559	http://w3id.org/mixs/terms
growth_facil	https://microbiomedata/schema/mixs	controlled term value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001043	http://w3id.org/mixs/terms
growth_habit	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001044	http://w3id.org/mixs/terms
growth_hormone_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000560	http://w3id.org/mixs/terms
hall_count	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000228	http://w3id.org/mixs/terms
handidness	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000809	http://w3id.org/mixs/terms
hc_produced	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000989	http://w3id.org/mixs/terms
hcr	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000988	http://w3id.org/mixs/terms
hcr_fw_salinity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000406	http://w3id.org/mixs/terms
hcr_geol_age	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000993	http://w3id.org/mixs/terms
hcr_pressure	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000395	http://w3id.org/mixs/terms
hcr_temp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000393	http://w3id.org/mixs/terms
heat_cool_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000766	http://w3id.org/mixs/terms
heat_deliv_loc	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000810	http://w3id.org/mixs/terms
heat_sys_deliv_meth	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000812	http://w3id.org/mixs/terms
heat_system_id	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000833	http://w3id.org/mixs/terms
heavy_metals	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000652	http://w3id.org/mixs/terms
heavy_metals_meth	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000343	http://w3id.org/mixs/terms
height_carper_fiber	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000167	http://w3id.org/mixs/terms
herbicide_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000561	http://w3id.org/mixs/terms
horizon	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001082	http://w3id.org/mixs/terms
horizon_meth	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000321	http://w3id.org/mixs/terms
host_age	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000255	http://w3id.org/mixs/terms
host_body_habitat	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000866	http://w3id.org/mixs/terms
host_body_product	https://microbiomedata/schema/mixs	controlled term value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000888	http://w3id.org/mixs/terms
host_body_site	https://microbiomedata/schema/mixs	controlled term value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000867	http://w3id.org/mixs/terms
host_body_temp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000274	http://w3id.org/mixs/terms
host_color	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000260	http://w3id.org/mixs/terms
host_common_name	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000248	http://w3id.org/mixs/terms
host_diet	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000869	http://w3id.org/mixs/terms
host_dry_mass	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000257	http://w3id.org/mixs/terms
host_family_relation	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000872	http://w3id.org/mixs/terms
host_genotype	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000365	http://w3id.org/mixs/terms
host_growth_cond	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000871	http://w3id.org/mixs/terms
host_height	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000264	http://w3id.org/mixs/terms
host_last_meal	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000870	http://w3id.org/mixs/terms
host_length	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000256	http://w3id.org/mixs/terms
host_life_stage	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000251	http://w3id.org/mixs/terms
host_phenotype	https://microbiomedata/schema/mixs	controlled term value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000874	http://w3id.org/mixs/terms
host_sex	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000811	http://w3id.org/mixs/terms
host_shape	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000261	http://w3id.org/mixs/terms
host_subject_id	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000861	http://w3id.org/mixs/terms
host_subspecf_genlin	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001318	http://w3id.org/mixs/terms
host_substrate	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000252	http://w3id.org/mixs/terms
host_symbiont	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001298	http://w3id.org/mixs/terms
host_taxid	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000250	http://w3id.org/mixs/terms
host_tot_mass	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000263	http://w3id.org/mixs/terms
host_wet_mass	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000567	http://w3id.org/mixs/terms
humidity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000100	http://w3id.org/mixs/terms
humidity_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000568	http://w3id.org/mixs/terms
indoor_space	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000763	http://w3id.org/mixs/terms
indoor_surf	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000764	http://w3id.org/mixs/terms
indust_eff_percent	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000662	http://w3id.org/mixs/terms
inorg_particles	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000664	http://w3id.org/mixs/terms
inside_lux	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000168	http://w3id.org/mixs/terms
int_wall_cond	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000813	http://w3id.org/mixs/terms
investigation field	https://microbiomedata/schema/mixs		https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		
iw_bt_date_well	https://microbiomedata/schema/mixs	timestamp value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001010	http://w3id.org/mixs/terms
iwf	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000455	http://w3id.org/mixs/terms
last_clean	https://microbiomedata/schema/mixs	timestamp value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000814	http://w3id.org/mixs/terms
lat_lon	https://microbiomedata/schema/mixs	geolocation value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000009	http://w3id.org/mixs/terms
light_intensity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000706	http://w3id.org/mixs/terms
light_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000569	http://w3id.org/mixs/terms
light_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000769	http://w3id.org/mixs/terms
link_addit_analys	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000340	http://w3id.org/mixs/terms
link_class_info	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000329	http://w3id.org/mixs/terms
link_climate_info	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000328	http://w3id.org/mixs/terms
lithology	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000990	http://w3id.org/mixs/terms
local_class	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000330	http://w3id.org/mixs/terms
local_class_meth	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000331	http://w3id.org/mixs/terms
magnesium	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000431	http://w3id.org/mixs/terms
max_occup	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000229	http://w3id.org/mixs/terms
mean_frict_vel	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000498	http://w3id.org/mixs/terms
mean_peak_frict_vel	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000502	http://w3id.org/mixs/terms
mech_struc	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000815	http://w3id.org/mixs/terms
mechanical_damage	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001052	http://w3id.org/mixs/terms
methane	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000101	http://w3id.org/mixs/terms
micro_biomass_meth	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000339	http://w3id.org/mixs/terms
microbial_biomass	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000650	http://w3id.org/mixs/terms
microbial_biomass_meth	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000339	http://w3id.org/mixs/terms
mineral_nutr_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000570	http://w3id.org/mixs/terms
misc_param	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000752	http://w3id.org/mixs/terms
n_alkanes	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000503	http://w3id.org/mixs/terms
nitrate	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000425	http://w3id.org/mixs/terms
nitrite	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000426	http://w3id.org/mixs/terms
nitro	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000504	http://w3id.org/mixs/terms
non_min_nutr_regm	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000571	http://w3id.org/mixs/terms
nucl_acid_amp	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000038	http://w3id.org/mixs/terms
nucl_acid_ext	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000037	http://w3id.org/mixs/terms
