slot	from_schema	range	see_also	slot_uri	source
nucleic acid sequence source field	https://microbiomedata/schema/mixs		https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py		
number_pets	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000231	http://w3id.org/mixs/terms
number_plants	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000230	http://w3id.org/mixs/terms
number_resident	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000232	http://w3id.org/mixs/terms
occup_density_samp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000217	http://w3id.org/mixs/terms
occup_document	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000816	http://w3id.org/mixs/terms
occup_samp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000772	http://w3id.org/mixs/terms
org_carb	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000508	http://w3id.org/mixs/terms
org_count_qpcr_info	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000099	http://w3id.org/mixs/terms
org_matter	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000204	http://w3id.org/mixs/terms
org_nitro	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000205	http://w3id.org/mixs/terms
org_particles	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000665	http://w3id.org/mixs/terms
organism_count	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000103	http://w3id.org/mixs/terms
owc_tvdss	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000405	http://w3id.org/mixs/terms
oxy_stat_samp	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000753	http://w3id.org/mixs/terms
oxygen	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000104	http://w3id.org/mixs/terms
part_org_carb	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000515	http://w3id.org/mixs/terms
part_org_nitro	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000719	http://w3id.org/mixs/terms
particle_class	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000206	http://w3id.org/mixs/terms
pcr_cond	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000049	http://w3id.org/mixs/terms
pcr_primers	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000046	http://w3id.org/mixs/terms
permeability	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000404	http://w3id.org/mixs/terms
perturbation	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000754	http://w3id.org/mixs/terms
pesticide_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000573	http://w3id.org/mixs/terms
petroleum_hydrocarb	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000516	http://w3id.org/mixs/terms
ph	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001001	http://w3id.org/mixs/terms
ph_meth	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001106	http://w3id.org/mixs/terms
ph_regm	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001056	http://w3id.org/mixs/terms
phaeopigments	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000180	http://w3id.org/mixs/terms
phosphate	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000505	http://w3id.org/mixs/terms
phosplipid_fatt_acid	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000181	http://w3id.org/mixs/terms
photon_flux	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000725	http://w3id.org/mixs/terms
plant_growth_med	https://microbiomedata/schema/mixs	controlled term value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001057	http://w3id.org/mixs/terms
plant_product	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001058	http://w3id.org/mixs/terms
plant_sex	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001059	http://w3id.org/mixs/terms
plant_struc	https://microbiomedata/schema/mixs	controlled term value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001060	http://w3id.org/mixs/terms
pollutants	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000107	http://w3id.org/mixs/terms
pool_dna_extracts	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000325	http://w3id.org/mixs/terms
porosity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000211	http://w3id.org/mixs/terms
potassium	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000430	http://w3id.org/mixs/terms
pour_point	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000127	http://w3id.org/mixs/terms
pre_treatment	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000348	http://w3id.org/mixs/terms
pres_animal_insect	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000819	http://w3id.org/mixs/terms
pressure	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000412	http://w3id.org/mixs/terms
prev_land_use_meth	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000316	http://w3id.org/mixs/terms
previous_land_use	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000315	http://w3id.org/mixs/terms
previous_land_use_meth	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000316	http://w3id.org/mixs/terms
primary_prod	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000728	http://w3id.org/mixs/terms
primary_treatment	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000349	http://w3id.org/mixs/terms
prod_rate	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000452	http://w3id.org/mixs/terms
prod_start_date	https://microbiomedata/schema/mixs	timestamp value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001008	http://w3id.org/mixs/terms
profile_position	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001084	http://w3id.org/mixs/terms
quad_pos	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000820	http://w3id.org/mixs/terms
radiation_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000575	http://w3id.org/mixs/terms
rainfall_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000576	http://w3id.org/mixs/terms
reactor_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000350	http://w3id.org/mixs/terms
redox_potential	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000182	http://w3id.org/mixs/terms
rel_air_humidity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000121	http://w3id.org/mixs/terms
rel_humidity_out	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000188	http://w3id.org/mixs/terms
rel_samp_loc	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000821	http://w3id.org/mixs/terms
rel_to_oxygen	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000015	http://w3id.org/mixs/terms
reservoir	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000303	http://w3id.org/mixs/terms
resins_pc	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000134	http://w3id.org/mixs/terms
room_air_exch_rate	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000169	http://w3id.org/mixs/terms
room_architec_elem	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000233	http://w3id.org/mixs/terms
room_condt	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000822	http://w3id.org/mixs/terms
room_connected	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000826	http://w3id.org/mixs/terms
room_count	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000234	http://w3id.org/mixs/terms
room_dim	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000192	http://w3id.org/mixs/terms
room_door_dist	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000193	http://w3id.org/mixs/terms
room_door_share	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000242	http://w3id.org/mixs/terms
room_hallway	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000238	http://w3id.org/mixs/terms
room_loc	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000823	http://w3id.org/mixs/terms
room_moist_dam_hist	https://microbiomedata/schema/mixs	integer	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000235	http://w3id.org/mixs/terms
room_net_area	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000194	http://w3id.org/mixs/terms
room_occup	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000236	http://w3id.org/mixs/terms
room_samp_pos	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000824	http://w3id.org/mixs/terms
room_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000825	http://w3id.org/mixs/terms
room_vol	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000195	http://w3id.org/mixs/terms
room_wall_share	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000243	http://w3id.org/mixs/terms
room_window_count	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000237	http://w3id.org/mixs/terms
root_cond	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001061	http://w3id.org/mixs/terms
root_med_carbon	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000577	http://w3id.org/mixs/terms
root_med_macronutr	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000578	http://w3id.org/mixs/terms
root_med_micronutr	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000579	http://w3id.org/mixs/terms
root_med_ph	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001062	http://w3id.org/mixs/terms
root_med_regl	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000581	http://w3id.org/mixs/terms
root_med_solid	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001063	http://w3id.org/mixs/terms
root_med_suppl	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000580	http://w3id.org/mixs/terms
salinity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000183	http://w3id.org/mixs/terms
salinity_meth	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000341	http://w3id.org/mixs/terms
salt_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000582	http://w3id.org/mixs/terms
samp_capt_status	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000860	http://w3id.org/mixs/terms
samp_collec_device	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000002	http://w3id.org/mixs/terms
samp_collec_method	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001225	http://w3id.org/mixs/terms
samp_collect_device	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000002	http://w3id.org/mixs/terms
samp_collect_point	https://microbiomedata/schema/mixs	samp_collect_point_enum	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001015	http://w3id.org/mixs/terms
samp_dis_stage	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000249	http://w3id.org/mixs/terms
samp_floor	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000828	http://w3id.org/mixs/terms
samp_loc_corr_rate	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000136	http://w3id.org/mixs/terms
samp_mat_process	https://microbiomedata/schema/mixs	controlled term value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000016	http://w3id.org/mixs/terms
samp_md	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000413	http://w3id.org/mixs/terms
samp_name	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001107	http://w3id.org/mixs/terms
samp_preserv	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000463	http://w3id.org/mixs/terms
samp_room_id	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000244	http://w3id.org/mixs/terms
samp_size	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000001	http://w3id.org/mixs/terms
samp_sort_meth	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000216	http://w3id.org/mixs/terms
samp_store_dur	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000116	http://w3id.org/mixs/terms
samp_store_loc	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000755	http://w3id.org/mixs/terms
samp_store_temp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000110	http://w3id.org/mixs/terms
samp_subtype	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000999	http://w3id.org/mixs/terms
samp_time_out	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000196	http://w3id.org/mixs/terms
samp_transport_cond	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000410	http://w3id.org/mixs/terms
samp_tvdss	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000409	http://w3id.org/mixs/terms
samp_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000998	http://w3id.org/mixs/terms
samp_vol_we_dna_ext	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000111	http://w3id.org/mixs/terms
samp_weather	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000827	http://w3id.org/mixs/terms
samp_well_name	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000296	http://w3id.org/mixs/terms
saturates_pc	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000131	http://w3id.org/mixs/terms
season	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000829	http://w3id.org/mixs/terms
season_environment	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001068	http://w3id.org/mixs/terms
season_precpt	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000645	http://w3id.org/mixs/terms
season_temp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000643	http://w3id.org/mixs/terms
season_use	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000830	http://w3id.org/mixs/terms
